SUBS_ID	GA_CID	KEYWORD	FIRST_BILLED	BILLED
0067d0f4030ca1fee84500005c9a8603	475626858-1548559571	ora_unlimitedvids	1	26
016d5f28010ca3eeef8000005c75a2bb	308989605-1551213227	ora_unlimitedvids	1	14
02abbfd8010caa055dec00005cb6722f	537213050-1555460639	ora_unlimitedvids	1	23
000f148c020ca18c540000005c756857	353139364-1551198280	ora_unlimitedvids	1	13
05cba7a0010cac5d502500005cc02400	595024414-1556095991	ora_unlimitedvids	1	1
02579304020caa2fe43600005c7fa0b4	420750082-1551868058	ora_unlimitedvids	1	9
021f9184010cad15d29100005c7677de	858704749-1526463563	ora_unlimitedvids	1	30
0019364c010ca9caccae00005cc06bbf	325729374-1556114351	ora_unlimitedvids	1	1
01a6eb94030cacae0e7400005cae0eea	241594546-1514482970	ora_unlimitedvids	1	4
046f7b98010ca19200df00005ca4df0d	159401904-1554308859	ora_unlimitedvids	1	9
03e6eb0c020caf548fb200005c4b437b	222860821-1548005326	ora_unlimitedvids	1	9
00808aa4020ca494eb7900005c4b91d4	353186211-1548452302	ora_unlimitedvids	1	31
026d8ba0020ca5db89d600005c4b7937	403047542-1548450087	ora_unlimitedvids	1	31
0569a9b0010caf756dc500005c4a1e73	168507221-1548361293	ora_unlimitedvids	1	7
00f1a554010caae75fc000005c67b9bd	854552341-1550301598	ora_unlimitedvids	1	26
0474e77c020caaeb6f0a00005c710a34	544208104-1550912028	ora_unlimitedvids	1	13
0384a21c010cab501bba00005c39c506	837929723-1547289835	ora_unlimitedvids	1	37
05de547c030cae15271d00005c713532	748828688-1507488725	ora_unlimitedvids	1	8
023aac30030ca3e0261100005c680d78	532979446-1550323056	ora_unlimitedvids	1	16
026a4170020ca3e2e99f00005c681182	698464085-1550324032	ora_unlimitedvids	1	33
04ce2fbc010caee23ea600005c3a13d4	234301744-1547310020	ora_unlimitedvids	1	20
015eeb8c020ca38c3ee900005c717d33	923817671-1550941480	ora_unlimitedvids	1	2
037d8e00010ca293bbe000005c3a22e3	521298817-1547313878	ora_unlimitedvids	1	31
00a3d75c010caa9ec18100005c685b4f	460582146-1550342909	ora_unlimitedvids	1	14
004f37b0030ca2a79f8900005c720867	404575847-1550977118	ora_unlimitedvids	1	11
03f38600010ca91a17c400005c69198b	910342583-1550382749	ora_unlimitedvids	1	15
01d8dcbc010cacb9371e00005c56fcc3	591881818-1549204615	ora_unlimitedvids	1	4
003a2e88010ca6cd1e2f00005c72c2a2	966549204-1550770098	ora_unlimitedvids	1	10
042397dc020cabe5efec00005c604df3	531437990-1549815216	ora_unlimitedvids	1	20
030371d8010ca6f9647f00005c72f9f6	763807419-1551038958	ora_unlimitedvids	1	1
0065be18030ca575bdaa00005c730102	898291404-1551040755	ora_unlimitedvids	1	5
017eae04020ca8f836e500005c578af6	229809963-1549044405	ora_unlimitedvids	1	16
010e783c020ca8871e4300005c547742	296759836-1549039416	ora_unlimitedvids	1	14
02572608010ca4c889a300005c6a2fc9	441407664-1550363247	ora_unlimitedvids	1	14
03696a88010ca5c43ace00005c484673	467925293-1548240476	ora_unlimitedvids	1	35
03e96378030cac52b35900005c6a0229	800523652-1550451229	ora_unlimitedvids	1	15
02a333f4020caf0cd37c00005c3cc674	627182226-1544613022	ora_unlimitedvids	1	26
059f21f8020ca92cc86100005c734569	253125576-1527647778	ora_unlimitedvids	1	1
01afc5fc020ca433d2d300005c57ffae	169592409-1549270938	ora_unlimitedvids	1	33
03ffa2c8030ca3f9ee6100005c582f1f	585168175-1549283085	ora_unlimitedvids	1	33
036f31d4030ca7de324000005c6ab5f9	284957670-1550497253	ora_unlimitedvids	1	2
01741200010caf4d625a00005c73ff12	629147328-1546120572	ora_unlimitedvids	1	1
040bf190030caa9bd99300005c73ffe2	887463128-1551105990	ora_unlimitedvids	1	1
048fadc8020cafb8f95400005c618f9b	654562082-1549897594	ora_unlimitedvids	1	3
040fd544030cab138dd200005c74227f	1493463488737-6116167703233841	ora_unlimitedvids	1	6
057eb5f8010ca4a4985d00005c7422eb	671759838-1541885520	ora_unlimitedvids	1	4
031b1f90030cae89f18200005c4f409a	578081067-1548697738	ora_unlimitedvids	1	17
053df6f8030caea51d8600005c4f43dd	938872140-1548252978	ora_unlimitedvids	1	17
0006c084030ca03f32a100005c6b06eb	184563501-1550517984	ora_unlimitedvids	1	7
054123dc010ca85b249300005c61ccbc	434051372-1549912620	ora_unlimitedvids	1	32
04eee8b0030ca3af16ae00005c74484c	486082724-1534362635	ora_unlimitedvids	1	30
05838664030cae9ec47600005c6b1ed5	539643469-1550524109	ora_unlimitedvids	1	3
02a1c014030ca18798e700005c745a9f	909169344-1551129240	ora_unlimitedvids	1	1
059d67c8010ca41b304700005c6b3989	109407438-1550530935	ora_unlimitedvids	1	2
05568164030ca80c6f6700005c58ba2b	981528962-1549318671	ora_unlimitedvids	1	8
0202b028030ca3eb2da200005c590da7	145610766-1549327221	ora_unlimitedvids	1	6
02069c10020ca42676f800005c7eef88	631877800-1536159734	ora_unlimitedvids	1	8
019dc884010caf5b16e700005c9b519e	141669997-1537214893	ora_unlimitedvids	1	26
0126da6c030ca0c2f21a00005cc07456	454272750-1556116529	ora_unlimitedvids	1	2
02c32b8c030ca95adca600005cae05a6	673379342-1554908553	ora_unlimitedvids	1	24
05cca3f8020ca7852e1600005c70390f	606570772-1550858470	ora_unlimitedvids	1	1
03c7c538030ca2fdb88300005c706478	734328744-1550869597	ora_unlimitedvids	1	27
04f2d114030cafa4990e00005c42fae0	228419956-1547893453	ora_unlimitedvids	1	12
04a8c2e0030ca1e347a700005c5eb959	374754397-1539240684	ora_unlimitedvids	1	4
053e6070010caa73ffa000005c681595	149050655-1550325127	ora_unlimitedvids	1	5
01c8defc010ca9b548f400005c68209a	729134519-1550269077	ora_unlimitedvids	1	2
055d0750030caa59516e00005c43358f	854459052-1520681097	ora_unlimitedvids	1	8
00de5210030ca4971e8100005c7163f2	1529864478117-10826190444640815	ora_unlimitedvids	1	1
00b521ec030cab588c1600005c5ef667	296907571-1549727325	ora_unlimitedvids	1	33
02413668030ca35dd8f400005c7170b1	286780373-1550937362	ora_unlimitedvids	1	1
019c7f38030ca2f0fa8600005c717755	353223978-1550939971	ora_unlimitedvids	1	1
04070ff4010ca6a48e0800005c55caf9	156131938-1549126359	ora_unlimitedvids	1	8
037556e0020ca7b1225200005c5f2412	751440197-1549739010	ora_unlimitedvids	1	21
00793358010ca9d24f2900005c71a12f	508315037-1550950681	ora_unlimitedvids	1	2
03927e8c010cab9fd8f100005c71a820	794299225-1550949250	ora_unlimitedvids	1	29
05f1ba80020caf6c47a400005c686dc6	732000416-1550347698	ora_unlimitedvids	1	5
01a0e7bc020ca78e6fbf00005c5f6408	302861832-1549755386	ora_unlimitedvids	1	5
05807474030ca678ee3c00005c63d12e	703038226-1550045472	ora_unlimitedvids	0	3
0042ab30030ca367620300005c56b000	829977456-1549183943	ora_unlimitedvids	1	4
03feb5ac030cab2620d400005c7279ff	192431914-1551005801	ora_unlimitedvids	1	32
02b88ba0030ca3198c5800005c4d9862	473515935-1548589126	ora_unlimitedvids	1	10
01045f14030ca28a2b5a00005c4dbace	374740854-1548597958	ora_unlimitedvids	1	7
010aa7ac010ca928b87100005c69bdaa	933578289-1550433696	ora_unlimitedvids	1	9
03195a0c010caeec7cf900005c730b43	938701487-1551043378	ora_unlimitedvids	1	1
039099c8020cab5eb6bc00005c739a33	853020143-1550733815	ora_unlimitedvids	1	1
0377a2c4010ca24d438700005c739c65	451453510-1514881962	ora_unlimitedvids	1	4
00c0c150010ca17372cf00005c73a40a	728085863-1551082490	ora_unlimitedvids	1	1
048d79b8030caedbf7a100005c6ab883	666623911-1550398419	ora_unlimitedvids	1	4
05395634020ca26525fa00005c4f080b	976519658-1548683261	ora_unlimitedvids	1	31
029a40f0030caca2c33800005c73fefe	271079536-1551105774	ora_unlimitedvids	1	20
03cb160c010cab31481a00005c61a2ea	1487440307033-6075138195520471	ora_unlimitedvids	1	32
0004aa24020cabb0e73c00005c586dcc	372234412-1549268448	ora_unlimitedvids	1	13
052714c4020ca960a47700005c61be23	714870587-1549886841	ora_unlimitedvids	1	32
00b3950c030cad324e0d00005c745537	297342073-1538484894	ora_unlimitedvids	1	7
036bb158010ca77425c700005c58b4ee	663670733-1549317336	ora_unlimitedvids	1	16
0265eae4010cadf904c000005c4f95f2	733795457-1548111757	ora_unlimitedvids	1	13
028db150030cadf32ec300005c58d536	328230162-1546513724	ora_unlimitedvids	1	33
00835388010ca41cd13b00005c487a37	737854039-1548253724	ora_unlimitedvids	0	20
025f7948030cabf7756300005c58e6c6	939204157-1549330103	ora_unlimitedvids	1	7
02428cfc020caa905f2300005c5fddbb	824071632-1549786542	ora_unlimitedvids	1	34
02d82ce4030ca1d7247c00005c740982	926881853-1544818819	ora_unlimitedvids	1	1
00e14650030caaeefe1b00005c588719	838045130-1549305609	ora_unlimitedvids	1	16
04dc0b64020ca32e926000005c7515bb	728378961-1541523918	ora_unlimitedvids	1	1
052b8518020ca91bbe2700005c6bface	499955864-1550580370	ora_unlimitedvids	1	5
0255db2c030ca2a76c8200005c59903e	1501294391701-7196557503024361	ora_unlimitedvids	1	7
00c1b5d8010caf5d6c3900005c5997c3	815734981-1548423063	ora_unlimitedvids	1	15
0194d9cc010cace4c6e600005c755dc9	890096945-1550021274	ora_unlimitedvids	1	7
03499a64010ca16be35b00005c7566f5	278581469-1551197910	ora_unlimitedvids	1	7
052fe6f8020cae753a8a00005c630785	969241663-1549993829	ora_unlimitedvids	1	4
006b3294030ca02652ce00005c6c5637	567987904-1550603807	ora_unlimitedvids	1	6
015f2fe8030ca53e81f900005c75a608	769496251-1542668015	ora_unlimitedvids	1	9
038ebc0c020ca1fe7f7600005c4d6f16	478448072-1548578526	ora_unlimitedvids	1	2
05da6c18010ca4765b9b00005c4dc17a	418833745-1548599660	ora_unlimitedvids	1	1
020ccc70030cac76d3cf00005c50dae7	853864941-1548802775	ora_unlimitedvids	0	2
02562a78010ca0f0bbca00005c519e18	579063856-1548852750	ora_unlimitedvids	0	1
05218680020ca602ce6800005d1c4ee9	444806658-1562136264	ora_unlimitedvids	0	2
047f2d2c010ca97f640300005cec12b6	708482846-1558975145	ora_unlimitedvids	1	7
03115e4c010ca645b01100005d0c1f45	478985925-1561075505	ora_unlimitedvids	1	18
00bcf5d4010cadffbd2200005d0260a7	161610725-1560436889	ora_unlimitedvids	1	6
01423e24030ca2c8daf700005cc97b7c	352656302-1556708204	ora_unlimitedvids	1	21
04a17e54030ca4e4918500005d2577d7	960477131-1562736589	ora_unlimitedvids	1	8
0129a864010ca0e4a19a00005d2ef3e4	599036936-1532117380	ora_unlimitedvids	1	1
01d5ce50010ca9b1fe1500005d14a374	348154753-1561633642	ora_unlimitedvids	1	8
0190c0f8020ca0c23f5400005cd82c04	502525848-1557670903	ora_unlimitedvids	1	9
00f87258020ca36a8cea00005cf2df44	780484205-1555425395	ora_unlimitedvids	1	14
02236278030caf16a9f200005d273eae	112294892-1562790098	ora_unlimitedvids	0	15
039f0788020ca5da1c0600005d0dbc98	524239921-1561181309	ora_unlimitedvids	0	3
024f65a8030cae6d6ff500005d1bb12b	781616004-1562095894	ora_unlimitedvids	0	3
0559d5bc030ca282f9d000005d074eac	948727547-1560759971	ora_unlimitedvids	1	12
02d76610010caca50adb00005d238efd	105760635-1562611158	ora_unlimitedvids	1	1
01b01bec030ca4ccae4300005cf567c4	554299767-1559586714	ora_unlimitedvids	1	2
034160ec030caedbded600005d07b520	381004199-1560508751	ora_unlimitedvids	1	8
01b7b8c0030ca12d7b5500005cf3ca10	599394533-1559480828	ora_unlimitedvids	1	5
04d4c5ac030ca538ae0f00005cf1a727	343566820-1559340805	ora_unlimitedvids	1	18
00a3703c030ca0554daf00005d2ac835	666294884-1563084834	ora_unlimitedvids	1	15
0118fd34020ca864a55400005cf1aa43	391198164-1548282280	ora_unlimitedvids	1	17
0599a160020ca60a68b300005d07db85	208745208-1549257534	ora_unlimitedvids	1	5
04a6fb68030ca4c831a100005cd093d6	126146473-1557173089	ora_unlimitedvids	1	20
030289d0030ca77f718a00005cf57fe8	239137446-1559592922	ora_unlimitedvids	1	11
0569e768010cad774b3600005cf033fb	780439709-1556467252	ora_unlimitedvids	0	1
03a0e6d4030cae865cab00005cb35991	812231726-1555257675	ora_unlimitedvids	1	16
027f752c030ca26862d000005d222772	705903818-1562519375	ora_unlimitedvids	1	12
02cbdc28020ca3881a0200005d06746b	342703700-1560704052	ora_unlimitedvids	1	15
024ff310030ca61d858400005cbdc78a	972877517-1555880890	ora_unlimitedvids	1	7
02c4abec020caf4bd7d800005ce17ecf	492811887-1556354810	ora_unlimitedvids	1	20
0508aa70010ca41dc3ce00005cb351fc	216993558-1555255769	ora_unlimitedvids	1	19
0270699c030ca47cd81700005caa171c	200427880-1554368125	ora_unlimitedvids	1	26
049e2b8c010ca01a0d5a00005d166c07	984129302-1561529481	ora_unlimitedvids	1	6
02b2d7dc010ca0b5d77500005d20c4f5	707721760-1562428612	ora_unlimitedvids	1	1
0411c4f8010cad66226f00005d174360	686406162-1561805342	ora_unlimitedvids	1	8
04da52c4020ca1185b0d00005ce91008	291654962-1548343934	ora_unlimitedvids	1	5
05c90950030ca86e6a3000005cf5cba2	589703035-1559612218	ora_unlimitedvids	1	11
04140970010ca8ee841800005d22018e	716934668-1555238555	ora_unlimitedvids	1	17
00475810030ca89cec3300005cc472a3	890076921-1556378246	ora_unlimitedvids	1	23
03a79c68030ca5c22a0700005c798b66	542904775-1549732368	ora_unlimitedvids	1	16
03965110030ca3f912cd00005ccd7408	490662586-1556968443	ora_unlimitedvids	1	8
04a59c3c010ca9b8152a00005ca6391a	201430040-1554397451	ora_unlimitedvids	0	24
02dfe8f8030ca1fd2e5500005cab395d	1491995193460-07518772366646931	ora_unlimitedvids	1	14
031c6a08010ca0459df800005d0246a9	364175244-1560427988	ora_unlimitedvids	1	8
00544764030caff2c4f900005cb48e82	576974914-1555336822	ora_unlimitedvids	1	15
044444b4020ca8944aa300005ce98537	761020595-1558807717	ora_unlimitedvids	1	19
00ed8e10020ca3c6585b00005d1637ba	701809614-1561698080	ora_unlimitedvids	1	7
0464ad94020ca76d9d5b00005cf6184e	754645325-1545593153	ora_unlimitedvids	1	11
052a47e8010ca774fec700005cf6246b	780609732-1559635034	ora_unlimitedvids	1	14
01f6a364010ca15fc35f00005d1f5e85	912059416-1562336889	ora_unlimitedvids	1	5
04243e44030ca780635700005d31c744	637551671-1563543347	ora_unlimitedvids	1	15
03fb4f5c020ca68e10a800005cf944aa	932316135-1557174506	ora_unlimitedvids	1	17
0378f3e0010caa68444000005d128976	112775159-1561495916	ora_unlimitedvids	1	2
02911228030cad4ed37200005d39dd2b	318097153-1564073243	ora_unlimitedvids	1	14
029fca20030cadc298a100005d227ac3	873057692-1562540711	ora_unlimitedvids	1	17
04733e18030caea18c0a00005cc60a37	331528878-1556482605	ora_unlimitedvids	1	14
0122d520020cadf38cc500005c368ca3	899908157-1547078801	ora_unlimitedvids	0	30
